model_key,score_name,metric,mean,ci95_low,ci95_high,n_bootstrap
rctd,risk_score_shuffled_local,keep80_mean_error,0.42786669946703887,0.4178342436961195,0.4371378300101657,500
rctd,risk_score_shuffled_local,aurc,0.4168117349198781,0.40524952985885904,0.4286969082105231,500
rctd,snrna_marker_discordance,spearman_error,-0.041216840704055076,-0.09540535874468747,0.00778678202967724,500
rctd,snrna_marker_discordance,auroc_top20_error,0.4426058911612768,0.40355668743006984,0.484327355243611,500
rctd,snrna_marker_discordance,keep80_mean_error,0.4346802983736949,0.42486029605944736,0.4438786555756456,500
rctd,snrna_marker_discordance,aurc,0.4398484871380057,0.42791418808177306,0.45221112797124874,500
rctd,snrna_signature_residual,spearman_error,0.08595601977052864,0.029715600963359387,0.14157653568002815,500
rctd,snrna_signature_residual,auroc_top20_error,0.5896236570379404,0.5456659549545413,0.6272349562268584,500
rctd,snrna_signature_residual,keep80_mean_error,0.42640262571000026,0.4171037273701456,0.4363365441210969,500
rctd,snrna_signature_residual,aurc,0.41801501970934213,0.40615275156997793,0.4299823668985767,500
tangram,abundance_entropy_risk,spearman_error,0.4517429824804889,0.4062022404616134,0.49307683431990207,500
tangram,abundance_entropy_risk,auroc_top20_error,0.7144238744214372,0.6792414522910143,0.7512668645224172,500
tangram,abundance_entropy_risk,keep80_mean_error,0.5817150665361255,0.5710788394911972,0.5927031233226657,500
tangram,abundance_entropy_risk,aurc,0.5472006425846909,0.5314388355703766,0.5609901860797709,500
tangram,cross_model_disagreement,spearman_error,0.6525695284830174,0.6187239892932378,0.6867402193231885,500
tangram,cross_model_disagreement,auroc_top20_error,0.842760673612556,0.8172429715179925,0.8696515859512941,500
tangram,cross_model_disagreement,keep80_mean_error,0.5744644283996445,0.5626897295008801,0.5857121575365681,500
tangram,cross_model_disagreement,aurc,0.5178506042026432,0.5048785232120595,0.5308116188186195,500
tangram,inverse_max_abundance,spearman_error,0.3825994170168871,0.33930163968306115,0.42573942171413814,500
tangram,inverse_max_abundance,auroc_top20_error,0.6888310226354443,0.6519050337086075,0.7269922908550487,500
tangram,inverse_max_abundance,keep80_mean_error,0.5871331150199655,0.5759136945739916,0.5986858189595745,500
tangram,inverse_max_abundance,aurc,0.5593284146705603,0.5440432215784569,0.5735878910153803,500
tangram,inverse_top1_margin,spearman_error,0.2498671027523358,0.19579283829324381,0.3021841819312864,500
tangram,inverse_top1_margin,auroc_top20_error,0.6312177211459641,0.5944344813620468,0.6682004250802206,500
tangram,inverse_top1_margin,keep80_mean_error,0.5998576810202422,0.5883132171723168,0.6121037468590851,500
tangram,inverse_top1_margin,aurc,0.5735415333816156,0.55898602379295,0.5887160244144968,500
tangram,leave_out_reference,spearman_error,0.06142456338166643,-0.00018168358993860846,0.11105204612025481,500
tangram,leave_out_reference,auroc_top20_error,0.5186007120590335,0.4753708714424219,0.5554546188564067,500
tangram,leave_out_reference,keep80_mean_error,0.6080055814411595,0.5968023901469034,0.6194804829173801,500
tangram,leave_out_reference,aurc,0.605263744336997,0.5919884230772088,0.6187121562488861,500
